Config_ID,Running_Time_s,update_tree_cache_calls,WPLI
Config 119,0.6004550457000732,36,6.256052481641818
Config 120,0.6901867389678955,38,7.234261477242488
Config 121,9.522902488708496,44,14.273990002830793
Config 122,6.817657232284546,40,10.34870692499544
Config 123,7.767253637313843,42,11.34878984984305
Config 124,1.3641867637634277,40,11.141229916551714
Config 125,0.732011079788208,34,6.145277681506209
Config 126,1.2524497509002686,42,10.802386818263221
Config 127,18.427565336227417,48,20.10546844190186
Config 128,0.6851375102996826,40,8.289103179193935
Config 129,0.688791036605835,32,5.7788532955252965
Config 130,2.919095516204834,42,12.145917215019477
Config 131,7.900673151016235,50,17.200638367553722
Config 132,0.9173996448516846,40,10.519078565828194
Config 133,0.68536376953125,38,7.712759931855465
Config 134,1.1866672039031982,36,7.973661509306257
Config 135,2.3948259353637695,38,9.276715526282269
